Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class,NumberSolvedNormalized
371D,Vessels,Heaps binary search trees segment trees hash tables etc|Disjoint set union|Implementation problems programming technics simulation|Trees,data structures|dsu|implementation|trees,1495,0.756,Hard,0.0355225015
371C,Hamburgers,Binary search|Brute force,binary search|brute force,2639,0.582,Medium,0.0627049375
371B,Fox Dividing Cheese,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,2847,0.489,Medium,0.0676471986
371A,K-Periodic Array,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,3092,0.366,Easy,0.0734686119
370E,Summer Reading,Dynamic programming|Greedy algorithms,dp|greedy,116,0.706,Medium,0.002756261
370D,Broken Monitor,Brute force|Constructive algorithms|Implementation problems programming technics simulation,brute force|constructive algorithms|implementation,363,0.433,Medium,0.008625196
370C,Mittens,Constructive algorithms|Greedy algorithms|Sortings orderings,constructive algorithms|greedy|sortings,970,0.433,Medium,0.0230480445
370B,Berland Bingo,Implementation problems programming technics simulation,implementation,1753,0,Easy,0.0416528062
370A,Rook Bishop and King,Mathematics including integration differential equations etc,math,2890,0.366,Easy,0.068668916
369E,Valera and Queries,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,574,0.739,Hard,0.0136387397
369D,Valera and Fools,Dfs and similar|Dynamic programming|Shortest paths on weighted and unweighted graphs,dfs and similar|dp|shortest paths,549,0.732,Hard,0.013044718
369C,Valera and Elections,Dfs and similar|Graphs|Trees,dfs and similar|graphs|trees,2651,0.756,Hard,0.062990068
369B,Valera and Contest,Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,constructive algorithms|implementation|math,2955,0.433,Medium,0.0702133726
369A,Valera and Plates,Implementation problems programming technics simulation,implementation,5555,0,Easy,0.1319916362
368B,Sereja and Suffixes,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,6291,0.739,Hard,0.1494796369
368A,Sereja and Coat Rack,Implementation problems programming technics simulation,implementation,4220,0,Easy,0.1002708739
367E,Sereja and Intervals,Combinatorics|Dynamic programming,combinatorics|dp,232,0.706,Medium,0.005512522
367D,Sereja and Sets,Bitmasks|Dfs and similar,bitmasks|dfs and similar,332,0.728,Medium,0.007888609
367C,Sereja and the Arrangement of Numbers,Graphs|Greedy algorithms|Sortings orderings,graphs|greedy|sortings,979,0.705,Medium,0.0232618923
367B,Sereja ans Anagrams,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,1447,0.739,Hard,0.0343819798
367A,Sereja and Algorithm,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,2687,0.739,Hard,0.0638454593
366E,Dima and Magic Guitar,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,391,0.366,Easy,0.0092905004
366D,Dima and Trap Graph,Binary search|Heaps binary search trees segment trees hash tables etc|Dfs and similar|Disjoint set union|Shortest paths on weighted and unweighted graphs|Two pointers,binary search|data structures|dfs and similar|dsu|shortest paths|two pointers,641,0.739,Hard,0.0152307181
366C,Dima and Salad,Dynamic programming,dp,1548,0.706,Medium,0.0367818277
366B,Dima and To-do List,Brute force|Implementation problems programming technics simulation,brute force|implementation,2881,0.298,Easy,0.0684550682
366A,Dima and Guards,Implementation problems programming technics simulation,implementation,3075,0,Easy,0.0730646771
365B,The Fibonacci Segment,Implementation problems programming technics simulation,implementation,3961,0,Easy,0.0941168084
365A,Good Number,Implementation problems programming technics simulation,implementation,3958,0,Easy,0.0940455258
364E,Empty Rectangles,Divide and Conquer|Two pointers,divide and conquer|two pointers,108,0.857,Hard,0.002566174
364D,Ghd,Brute force|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,brute force|math|probabilities,300,0.802,Hard,0.0071282612
364C,Beautiful Set,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,377,0.489,Medium,0.0089578482
364B,Free Market,Dynamic programming|Greedy algorithms,dp|greedy,695,0.706,Medium,0.0165138051
364A,Matrix,Combinatorics|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,combinatorics|data structures|implementation,2092,0.739,Hard,0.0497077413
363E,Two Circles,Brute force|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,brute force|data structures|implementation,91,0.739,Hard,0.0021622392
363D,Renting Bikes,Binary search|Greedy algorithms,binary search|greedy,1194,0.582,Medium,0.0283704795
363C,Fixing Typos,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3218,0.353,Easy,0.0764624816
363B,Fence,Brute force|Dynamic programming,brute force|dp,5650,0.706,Medium,0.1342489189
363A,Soroban,Implementation problems programming technics simulation,implementation,3761,0,Easy,0.0893646343
362E,Petya and Pipes,Graph network flows|Graphs|Shortest paths on weighted and unweighted graphs,flows|graphs|shortest paths,297,0.877,Hard,0.0070569786
362D,Fools and Foolproof Roads,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Disjoint set union|Graphs|Greedy algorithms,data structures|dfs and similar|dsu|graphs|greedy,444,0.739,Hard,0.0105498265
362C,Insertion Sort,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,data structures|dp|implementation|math,855,0.739,Hard,0.0203155444
362B,Petya and Staircases,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,4273,0.275,Easy,0.1015302001
362A,Two Semiknights Meet,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,2014,0.366,Easy,0.0478543934
361B,Levko and Permutation,Constructive algorithms|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,constructive algorithms|math|number theory,2767,0.489,Medium,0.0657463289
361A,Levko and Table,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,4185,0.433,Medium,0.0994392435
360E,Levko and Game,Graphs|Greedy algorithms|Shortest paths on weighted and unweighted graphs,graphs|greedy|shortest paths,137,0.732,Hard,0.0032552393
360D,Levko and Sets,Number theory: Euler function GCD divisibility etc,number theory,178,0.489,Medium,0.004229435
360C,Levko and Strings,Combinatorics|Dynamic programming,combinatorics|dp,397,0.706,Medium,0.0094330656
360B,Levko and Array,Binary search|Dynamic programming,binary search|dp,982,0.706,Medium,0.0233331749
360A,Levko and Array Recovery,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1394,0.353,Easy,0.0331226536
359E,Neatness,Dfs and similar,dfs and similar,232,0.645,Medium,0.005512522
359D,Pair of Numbers,Binary search|Brute force|Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc|Two pointers,binary search|brute force|data structures|math|two pointers,1296,0.739,Hard,0.0307940883
359C,Prime Number,Mathematics including integration differential equations etc,math,1135,0.366,Easy,0.0269685881
359B,Permutation,Constructive algorithms|Dynamic programming|Mathematics including integration differential equations etc,constructive algorithms|dp|math,2534,0.706,Medium,0.0602100461
359A,Table,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3689,0.353,Easy,0.0876538516
358E,Dima and Kicks,Brute force|Disjoint set union|Graphs|Implementation problems programming technics simulation,brute force|dsu|graphs|implementation,226,0.705,Medium,0.0053699568
358D,Dima and Hares,Dynamic programming|Greedy algorithms,dp|greedy,1357,0.706,Medium,0.0322435014
358C,Dima and Containers,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|greedy|implementation,1001,0.433,Medium,0.0237846315
358B,Dima and Text Messages,Brute force|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|strings,2517,0.331,Easy,0.0598061113
358A,Dima and Continuous Line,Brute force|Implementation problems programming technics simulation,brute force|implementation,3582,0.298,Easy,0.0851114385
357B,Flag Day,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,2822,0.433,Medium,0.0670531768
357A,Group of Students,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,3804,0.353,Easy,0.0903863518
356E,Xenia and String Problem,Dynamic programming|Hashing hashtables|Implementation problems programming technics simulation|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|hashing|implementation|string suffix structures|strings,95,0.825,Hard,0.0022572827
356D,Bags and Coins,Bitmasks|Constructive algorithms|Dynamic programming|Greedy algorithms,bitmasks|constructive algorithms|dp|greedy,225,0.728,Medium,0.0053461959
356C,Compartments,Combinatorics|Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,combinatorics|constructive algorithms|greedy|implementation,770,0.687,Medium,0.0182958704
356B,Xenia and Hamming,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1223,0.366,Easy,0.0290595447
356A,Knight Tournament,Heaps binary search trees segment trees hash tables etc|Disjoint set union,data structures|dsu,2863,0.739,Hard,0.0680273725
355B,Vasya and Public Transport,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,2730,0.353,Easy,0.0648671767
355A,Vasya and Digital Root,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,3976,0.433,Medium,0.0944732215
354E,Lucky Number Representation,Constructive algorithms|Dfs and similar|Dynamic programming,constructive algorithms|dfs and similar|dp,536,0.706,Medium,0.0127358266
354D,Transferring Pyramid,Dynamic programming,dp,93,0.706,Medium,0.002209761
354C,Vasya and Beautiful Arrays,Brute force|Dynamic programming|Number theory: Euler function GCD divisibility etc,brute force|dp|number theory,1216,0.706,Medium,0.0288932186
354B,Game with Strings,Bitmasks|Dynamic programming|Games Sprague–Grundy theorem,bitmasks|dp|games,273,0.728,Medium,0.0064867177
354A,Vasya and Robot,Brute force|Greedy algorithms|Mathematics including integration differential equations etc,brute force|greedy|math,2501,0.366,Easy,0.0594259374
353E,Antichain,Dynamic programming|Graph matchings König's theorem vertex cover of bipartite graph|Greedy algorithms,dp|graph matchings|greedy,301,0.706,Medium,0.0071520221
353D,Queue,Constructive algorithms,constructive algorithms,1077,0.433,Medium,0.0255904576
353C,Find Maximum,Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,implementation|math|number theory,2154,0.489,Medium,0.0511809153
353B,Two Heaps,Combinatorics|Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Sortings orderings,combinatorics|constructive algorithms|greedy|implementation|math|sortings,1408,0.687,Medium,0.0334553058
